system_id,initial_condition_set,dimension,grid_points,t_start,t_end,truth_trajectory_source,hash_format,time_sha256,state_sha256,hash_verified
55,1,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d4e1900669ed840e4981c2314e79007159c935999837262341864d32e1fa8089,True
55,2,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d38700c068fd7fd4dd042ca8673b1c09f8473cb39873a70acc3df6e08b2e0b97,True
56,1,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,10276e28a124639ae6e9f81ddcd1cd8e3921af744c596f98846fb0d1d125cc3b,True
56,2,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,959a49cc2561f63ad336254e5b57cdb8365e14e68ee35dca91ef86ec26a37f7d,True
57,1,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9502decd7c0310446897b904a13ef3580064fa4b793d7602319a276cf96a24e9,True
57,2,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9d3cd2297b9d73beffac59869633ae5efa5029f9345ccbe7a8a5cba23ffda309,True
58,1,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,7826234290aae87558458194073c3f9665cf80911bd013db3de00487ad06b2c0,True
58,2,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f258d81ec92a8f4dc69b21c812cdb2e976a5627e399435d21ff2c349144a4957,True
59,1,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c29655fc0d92b2c872776c1db49cb70f7bd4b445cb39a011ad5104c7fede651c,True
59,2,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,7b580b1d4821abfa1424f7348d9baa068f2dbe0252ade52e8134d20151707b21,True
60,1,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e0b0159ae5e3294e2736d2ef28adb537a89865f771dcee06e554585490298185,True
60,2,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8710ba3ef829547ecc8c9c4d1503bd07cb4c16ccf5d2de10309c822f1680640d,True
61,1,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,65c06eabaf8d55ef89e2b4f2b9226ed0f6eec60fec36da597ca514ab25f29081,True
61,2,3,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,af35cc8103aee5b295742c25bbf92522fbcc333c33577707f230f3eda826db56,True
62,1,4,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2ca173fecf34b10d80755e966a1336bc7eaf8954c42ddc5de7964ae71feb4bc5,True
62,2,4,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,317980baa49b3223501d8ebaf459d22f343eb062ef070349ffacce206a355ddd,True
63,1,4,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c260eda10dd542ff304045970c8ba0a7865eb34eff31db77f5bdd9f18efa3c32,True
63,2,4,512,0.0,10.0,campaign_export,sha256_raw_little_endian_float64,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f5f6ee38b7f9b01bd9078cc1597df308e3f62c05d550fac638eec2446c7233a6,True
