system_id,initial_condition_set,dimension,hash_format,time_axis_order,state_axis_order,time_shape,state_shape,time_min,time_max,state_min,state_max,time_sha256,state_sha256
45,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.035164826251850745,3.7334903358696647,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0fcfdcecadaa955625fd30e7de2ddc219b8521f1b19f393f418de97318ad9f79
45,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.02237361774360576,4.692116216998681,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6e72d9f43ca70b1962546789537c32db7f250d1a3470d0240d385c019326641b
46,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.141552944077241,0.54,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,83a043fa1f02b3e084b547a2527b2969328dfb8c242dbbf671d4641eb954cf6c
46,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.11027783536314184,1.21,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,ea082cc1fd989e07f4b6d79e2493244c661fc08fb5def248acbb31b732350f6b
47,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.2798734530107468,0.65,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c8a09713ba27fe455d4457042f46fe08dfcb13df2cf00df99453431a014c3c74
47,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.10537830249109954,10.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6551674147bde9f49eaf3dc92b4add58f7ebac41ededf1e5398cbdfab86b17b7
48,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.1,47.517679735241,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,4e31bc899b9859a12edfbaf21b532a4aa60db0451eac3e2c91a08de239881eca
48,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.5433047946429254,48.66086783948603,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,99f7ca390e83ff6c0f0764091722f2cbc186de2dcea7f4fccf8683db0a6d8f9f
49,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.4,1.7226204084303205,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,dc491f503987a85ba3980af0f16cef67cd9549b6caab1722c9fb1f19df86fa32
49,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.368263717032669,2.7672882734568236,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,ed97f707a11a14043bb7e30a6f13b9b513d02e369e75e3c6053ceb4907834916
50,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.13634434077155058,3.525168127980408,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,1a4fbebd572a08699b3fae64007c32cfcfcdb8873fa267d10ed4fa6bc0322fbb
50,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.4299964202951119,1.8678864814759604,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e79102ed82ea0bc4566ac1fb44b4eb8a2b4e9945b24732d5ea8879cdc35fe199
51,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.67,16.002952074089155,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e5f2789da1760f89625e8233362eee5b385ed83dab97c294d85a87c85aacd3d6
51,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.12,11.82026731898792,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,5b4cc9577c08fdae6d7d352d65a9f594b94c464536ebb6a73427a263cdbdb301
52,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.4209787293598044,1.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,88e74aa50cb078f28d92cfd1f3bd61d684e54c07f13a3c732a1218e39cc74674
52,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.8304996379782192,1.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e6125403daf636e9b2ddc7ac67ad4a266415d6ee519c277067159218f6e27c69
53,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.005,2.2359268547591533,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e11346ca8c213a22374548e93aa8cc3d2ec9af7e51b7b8142f02a459aee90b38
53,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.0010672274212026314,0.9265183095499652,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0d69ef8679622921a8e696fd2dfbf7bee6894628f419cd3d48e592e310a1bf42
54,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,2.138535066134114,14.14694279726958,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c3f821ba213a31e637437e1b75bc79ee56d234438524d86cc808c591900550a6
54,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-11.62919442397209,34.9986437756721,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0e462496560df0f27d7f9b60ee0013a8a875ce2f443905fc16a4a2341a0165c8
55,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-62.55815525450968,178.40901510734508,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d4e1900669ed840e4981c2314e79007159c935999837262341864d32e1fa8089
55,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-47.931452550824524,163.18969512755623,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d38700c068fd7fd4dd042ca8673b1c09f8473cb39873a70acc3df6e08b2e0b97
56,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-20.52501998524339,41.95205514252138,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,10276e28a124639ae6e9f81ddcd1cd8e3921af744c596f98846fb0d1d125cc3b
56,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-22.229779372216452,42.64615583530381,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,959a49cc2561f63ad336254e5b57cdb8365e14e68ee35dca91ef86ec26a37f7d
57,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-1.7824429451117272,2.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9502decd7c0310446897b904a13ef3580064fa4b793d7602319a276cf96a24e9
57,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-3.481580268196351,4.1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9d3cd2297b9d73beffac59869633ae5efa5029f9345ccbe7a8a5cba23ffda309
58,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-8.416022905841334,8.762560914848978,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,7826234290aae87558458194073c3f9665cf80911bd013db3de00487ad06b2c0
58,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-8.30878377434931,8.660013793719619,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f258d81ec92a8f4dc69b21c812cdb2e976a5627e399435d21ff2c349144a4957
59,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-10.764509287636422,22.235772134130116,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c29655fc0d92b2c872776c1db49cb70f7bd4b445cb39a011ad5104c7fede651c
59,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-10.045212292550906,17.06561663878337,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,7b580b1d4821abfa1424f7348d9baa068f2dbe0252ade52e8134d20151707b21
60,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-1.494844528371245,1.8915096514983176,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e0b0159ae5e3294e2736d2ef28adb537a89865f771dcee06e554585490298185
60,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-1.4966949228049837,1.8075494660005809,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8710ba3ef829547ecc8c9c4d1503bd07cb4c16ccf5d2de10309c822f1680640d
61,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-34.78488865845702,38.40588679132215,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,65c06eabaf8d55ef89e2b4f2b9226ed0f6eec60fec36da597ca514ab25f29081
61,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-30.140618766556777,30.113735049515657,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,af35cc8103aee5b295742c25bbf92522fbcc333c33577707f230f3eda826db56
62,1,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,-1.13,2.25,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2ca173fecf34b10d80755e966a1336bc7eaf8954c42ddc5de7964ae71feb4bc5
62,2,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,-0.86,0.6894875317043335,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,317980baa49b3223501d8ebaf459d22f343eb062ef070349ffacce206a355ddd
63,1,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,0.01,0.6,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c260eda10dd542ff304045970c8ba0a7865eb34eff31db77f5bdd9f18efa3c32
63,2,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,0.02277110288796026,0.6599728217015214,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f5f6ee38b7f9b01bd9078cc1597df308e3f62c05d550fac638eec2446c7233a6
