index,campaign,config_fingerprint,variant,condition,use_pretuning,system_id,system_dim,initial_condition_set,seed,representability
235,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,40,2,1,42,surrogate
236,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,40,2,1,123,surrogate
237,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,40,2,1,7,surrogate
238,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,40,2,2,42,surrogate
239,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,40,2,2,123,surrogate
240,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,40,2,2,7,surrogate
241,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,41,2,1,42,surrogate
242,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,41,2,1,123,surrogate
243,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,41,2,1,7,surrogate
244,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,41,2,2,42,surrogate
245,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,41,2,2,123,surrogate
246,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,41,2,2,7,surrogate
247,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,42,2,1,42,surrogate
248,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,42,2,1,123,surrogate
249,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,42,2,1,7,surrogate
250,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,42,2,2,42,surrogate
251,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,42,2,2,123,surrogate
252,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,42,2,2,7,surrogate
253,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,43,2,1,42,surrogate
254,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,43,2,1,123,surrogate
255,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,43,2,1,7,surrogate
256,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,43,2,2,42,surrogate
257,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,43,2,2,123,surrogate
258,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,43,2,2,7,surrogate
259,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,44,2,1,42,surrogate
260,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,44,2,1,123,surrogate
261,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,44,2,1,7,surrogate
262,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,44,2,2,42,surrogate
263,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,44,2,2,123,surrogate
264,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,44,2,2,7,surrogate
265,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,45,2,1,42,surrogate
266,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,45,2,1,123,surrogate
267,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,45,2,1,7,surrogate
268,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,45,2,2,42,surrogate
269,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,45,2,2,123,surrogate
270,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,45,2,2,7,surrogate
271,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,46,2,1,42,surrogate
272,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,46,2,1,123,surrogate
273,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,46,2,1,7,surrogate
274,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,46,2,2,42,surrogate
275,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,46,2,2,123,surrogate
276,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,46,2,2,7,surrogate
277,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,47,2,1,42,surrogate
278,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,47,2,1,123,surrogate
279,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,47,2,1,7,surrogate
280,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,47,2,2,42,surrogate
281,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,47,2,2,123,surrogate
282,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,47,2,2,7,surrogate
283,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,48,2,1,42,surrogate
284,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,48,2,1,123,surrogate
285,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,48,2,1,7,surrogate
286,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,48,2,2,42,surrogate
287,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,48,2,2,123,surrogate
288,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,48,2,2,7,surrogate
289,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,49,2,1,42,surrogate
290,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,49,2,1,123,surrogate
291,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,49,2,1,7,surrogate
292,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,49,2,2,42,surrogate
293,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,49,2,2,123,surrogate
294,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,49,2,2,7,surrogate
295,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,50,2,1,42,surrogate
296,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,50,2,1,123,surrogate
297,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,50,2,1,7,surrogate
298,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,50,2,2,42,surrogate
299,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,50,2,2,123,surrogate
300,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,50,2,2,7,surrogate
301,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,51,2,1,42,surrogate
302,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,51,2,1,123,surrogate
303,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,51,2,1,7,surrogate
304,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,51,2,2,42,surrogate
305,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,51,2,2,123,surrogate
306,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,51,2,2,7,surrogate
307,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,52,3,1,42,surrogate
308,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,52,3,1,123,surrogate
309,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,52,3,1,7,surrogate
310,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,52,3,2,42,surrogate
311,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,52,3,2,123,surrogate
312,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,52,3,2,7,surrogate
313,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,53,3,1,42,surrogate
314,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,53,3,1,123,surrogate
315,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,53,3,1,7,surrogate
316,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,53,3,2,42,surrogate
317,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,53,3,2,123,surrogate
318,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,53,3,2,7,surrogate
319,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,54,3,1,42,exact
320,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,54,3,1,123,exact
321,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,54,3,1,7,exact
322,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,54,3,2,42,exact
323,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,54,3,2,123,exact
324,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,54,3,2,7,exact
325,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,55,3,1,42,exact
326,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,55,3,1,123,exact
327,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,55,3,1,7,exact
328,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,55,3,2,42,exact
329,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,55,3,2,123,exact
330,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,55,3,2,7,exact
331,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,56,3,1,42,exact
332,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,56,3,1,123,exact
333,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,56,3,1,7,exact
334,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,56,3,2,42,exact
335,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,56,3,2,123,exact
336,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,56,3,2,7,exact
337,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,57,3,1,42,surrogate
338,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,57,3,1,123,surrogate
339,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,57,3,1,7,surrogate
340,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,57,3,2,42,surrogate
341,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,57,3,2,123,surrogate
342,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,57,3,2,7,surrogate
343,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,58,3,1,42,surrogate
344,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,58,3,1,123,surrogate
345,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,58,3,1,7,surrogate
346,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,58,3,2,42,surrogate
347,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,58,3,2,123,surrogate
348,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,58,3,2,7,surrogate
349,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,59,3,1,42,surrogate
350,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,59,3,1,123,surrogate
351,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,59,3,1,7,surrogate
352,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,59,3,2,42,surrogate
353,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,59,3,2,123,surrogate
354,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,59,3,2,7,surrogate
355,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,60,3,1,42,surrogate
356,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,60,3,1,123,surrogate
357,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,60,3,1,7,surrogate
358,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,60,3,2,42,surrogate
359,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,60,3,2,123,surrogate
360,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,60,3,2,7,surrogate
361,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,61,3,1,42,exact
362,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,61,3,1,123,exact
363,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,61,3,1,7,exact
364,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,61,3,2,42,exact
365,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,61,3,2,123,exact
366,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,61,3,2,7,exact
367,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,62,4,1,42,surrogate
368,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,62,4,1,123,surrogate
369,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,62,4,1,7,surrogate
370,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,62,4,2,42,surrogate
371,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,62,4,2,123,surrogate
372,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,62,4,2,7,surrogate
373,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,63,4,1,42,exact
374,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,63,4,1,123,exact
375,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,63,4,1,7,exact
376,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,63,4,2,42,exact
377,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,63,4,2,123,exact
378,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,63,4,2,7,exact
379,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,1,1,1,42,surrogate
380,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,1,1,1,123,surrogate
381,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,1,1,1,7,surrogate
382,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,1,1,2,42,surrogate
383,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,1,1,2,123,surrogate
384,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,1,1,2,7,surrogate
385,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,2,1,1,42,exact
386,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,2,1,1,123,exact
387,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,2,1,1,7,exact
388,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,2,1,2,42,exact
389,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,2,1,2,123,exact
390,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,2,1,2,7,exact
391,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,3,1,1,42,exact
392,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,3,1,1,123,exact
393,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,3,1,1,7,exact
394,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,3,1,2,42,exact
395,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,3,1,2,123,exact
396,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,3,1,2,7,exact
397,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,4,1,1,42,surrogate
398,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,4,1,1,123,surrogate
399,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,4,1,1,7,surrogate
400,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,4,1,2,42,surrogate
401,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,4,1,2,123,surrogate
402,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,4,1,2,7,surrogate
403,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,5,1,1,42,surrogate
404,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,5,1,1,123,surrogate
405,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,5,1,1,7,surrogate
406,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,5,1,2,42,surrogate
407,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,5,1,2,123,surrogate
408,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,5,1,2,7,surrogate
409,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,6,1,1,42,exact
410,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,6,1,1,123,exact
411,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,6,1,1,7,exact
412,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,6,1,2,42,exact
413,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,6,1,2,123,exact
414,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,6,1,2,7,exact
415,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,7,1,1,42,surrogate
416,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,7,1,1,123,surrogate
417,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,7,1,1,7,surrogate
418,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,7,1,2,42,surrogate
419,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,7,1,2,123,surrogate
420,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,7,1,2,7,surrogate
421,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,8,1,1,42,exact
422,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,8,1,1,123,exact
423,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,8,1,1,7,exact
424,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,8,1,2,42,exact
425,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,8,1,2,123,exact
426,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,8,1,2,7,exact
427,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,9,1,1,42,surrogate
428,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,9,1,1,123,surrogate
429,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,9,1,1,7,surrogate
430,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,9,1,2,42,surrogate
431,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,9,1,2,123,surrogate
432,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,9,1,2,7,surrogate
433,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,10,1,1,42,surrogate
434,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,10,1,1,123,surrogate
435,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,10,1,1,7,surrogate
436,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,10,1,2,42,surrogate
437,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,10,1,2,123,surrogate
438,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,10,1,2,7,surrogate
439,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,11,1,1,42,exact
440,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,11,1,1,123,exact
441,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,11,1,1,7,exact
442,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,11,1,2,42,exact
443,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,11,1,2,123,exact
444,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,11,1,2,7,exact
445,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,12,1,1,42,exact
446,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,12,1,1,123,exact
447,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,12,1,1,7,exact
448,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,12,1,2,42,exact
449,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,12,1,2,123,exact
450,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,12,1,2,7,exact
451,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,13,1,1,42,surrogate
452,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,13,1,1,123,surrogate
453,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,13,1,1,7,surrogate
454,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,13,1,2,42,surrogate
455,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,13,1,2,123,surrogate
456,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,13,1,2,7,surrogate
457,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,14,1,1,42,surrogate
458,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,14,1,1,123,surrogate
459,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,14,1,1,7,surrogate
460,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,14,1,2,42,surrogate
461,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,14,1,2,123,surrogate
462,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,14,1,2,7,surrogate
463,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,15,1,1,42,surrogate
464,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,15,1,1,123,surrogate
465,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,15,1,1,7,surrogate
466,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,15,1,2,42,surrogate
467,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,15,1,2,123,surrogate
468,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_off,pretune_off,false,15,1,2,7,surrogate
