run_id,experiment_id,system_id,variant_slug,seed,initial_condition_set,n_equations,n_found_terms_micro,n_true_terms_micro,n_true_positive_terms_micro,n_missing_true_terms,n_extra_found_terms,term_precision_macro,term_recall_macro,structural_f1_macro,term_precision_micro,term_recall_micro,structural_f1_micro,exact_support_match,structural_exact_support_match,derived_registry_exact_support_match,registry_exact_support_match,registry_exact_support_match_agrees,coefficient_relative_error_mean,coefficient_relative_error_max,n_coefficient_terms
111_evogrow_v2_2_stage_capped_pretune_on_19_1_7,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
112_evogrow_v2_2_stage_capped_pretune_on_19_2_42,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
113_evogrow_v2_2_stage_capped_pretune_on_19_2_123,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
114_evogrow_v2_2_stage_capped_pretune_on_19_2_7,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
115_evogrow_v2_2_stage_capped_pretune_on_20_1_42,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_on,42,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
116_evogrow_v2_2_stage_capped_pretune_on_20_1_123,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_on,123,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
117_evogrow_v2_2_stage_capped_pretune_on_20_1_7,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
118_evogrow_v2_2_stage_capped_pretune_on_20_2_42,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_on,42,2,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
119_evogrow_v2_2_stage_capped_pretune_on_20_2_123,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_on,123,2,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
120_evogrow_v2_2_stage_capped_pretune_on_20_2_7,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_on,7,2,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
121_evogrow_v2_2_stage_capped_pretune_on_21_1_42,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_on,42,1,1,4,1,1,0,3,0.25,1.0,0.4,0.25,1.0,0.4,False,False,,,True,,,0
122_evogrow_v2_2_stage_capped_pretune_on_21_1_123,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_on,123,1,1,4,1,1,0,3,0.25,1.0,0.4,0.25,1.0,0.4,False,False,,,True,,,0
123_evogrow_v2_2_stage_capped_pretune_on_21_1_7,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_on,7,1,1,4,1,1,0,3,0.25,1.0,0.4,0.25,1.0,0.4,False,False,,,True,,,0
124_evogrow_v2_2_stage_capped_pretune_on_21_2_42,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_on,42,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
125_evogrow_v2_2_stage_capped_pretune_on_21_2_123,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_on,123,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
126_evogrow_v2_2_stage_capped_pretune_on_21_2_7,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_on,7,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
127_evogrow_v2_2_stage_capped_pretune_on_22_1_42,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
128_evogrow_v2_2_stage_capped_pretune_on_22_1_123,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
129_evogrow_v2_2_stage_capped_pretune_on_22_1_7,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
130_evogrow_v2_2_stage_capped_pretune_on_22_2_42,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_on,42,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
131_evogrow_v2_2_stage_capped_pretune_on_22_2_123,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_on,123,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
132_evogrow_v2_2_stage_capped_pretune_on_22_2_7,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_on,7,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
133_evogrow_v2_2_stage_capped_pretune_on_23_1_42,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_on,42,1,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
134_evogrow_v2_2_stage_capped_pretune_on_23_1_123,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_on,123,1,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
135_evogrow_v2_2_stage_capped_pretune_on_23_1_7,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
136_evogrow_v2_2_stage_capped_pretune_on_23_2_42,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_on,42,2,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
137_evogrow_v2_2_stage_capped_pretune_on_23_2_123,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_on,123,2,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
138_evogrow_v2_2_stage_capped_pretune_on_23_2_7,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_on,7,2,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
139_evogrow_v2_2_stage_capped_pretune_on_24_1_42,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_on,42,1,2,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
140_evogrow_v2_2_stage_capped_pretune_on_24_1_123,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_on,123,1,2,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
141_evogrow_v2_2_stage_capped_pretune_on_24_1_7,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_on,7,1,2,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
142_evogrow_v2_2_stage_capped_pretune_on_24_2_42,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_on,42,2,2,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
143_evogrow_v2_2_stage_capped_pretune_on_24_2_123,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_on,123,2,2,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
144_evogrow_v2_2_stage_capped_pretune_on_24_2_7,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_on,7,2,2,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
145_evogrow_v2_2_stage_capped_pretune_on_25_1_42,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_on,42,1,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
146_evogrow_v2_2_stage_capped_pretune_on_25_1_123,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_on,123,1,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
147_evogrow_v2_2_stage_capped_pretune_on_25_1_7,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_on,7,1,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
148_evogrow_v2_2_stage_capped_pretune_on_25_2_42,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_on,42,2,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
149_evogrow_v2_2_stage_capped_pretune_on_25_2_123,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_on,123,2,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
150_evogrow_v2_2_stage_capped_pretune_on_25_2_7,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_on,7,2,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
151_evogrow_v2_2_stage_capped_pretune_on_26_1_42,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_on,42,1,2,7,6,3,3,4,0.41666666666666663,0.5,0.45238095238095244,0.42857142857142855,0.5,0.4615384615384615,False,False,False,False,True,,,0
152_evogrow_v2_2_stage_capped_pretune_on_26_1_123,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_on,123,1,2,7,6,3,3,4,0.41666666666666663,0.5,0.45238095238095244,0.42857142857142855,0.5,0.4615384615384615,False,False,False,False,True,,,0
153_evogrow_v2_2_stage_capped_pretune_on_26_1_7,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_on,7,1,2,7,6,4,2,3,0.5416666666666666,0.6666666666666666,0.5952380952380952,0.5714285714285714,0.6666666666666666,0.6153846153846153,False,False,False,False,True,,,0
154_evogrow_v2_2_stage_capped_pretune_on_26_2_42,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_on,42,2,2,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,False,False,True,,,0
155_evogrow_v2_2_stage_capped_pretune_on_26_2_123,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_on,123,2,2,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,False,False,True,,,0
156_evogrow_v2_2_stage_capped_pretune_on_26_2_7,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_on,7,2,2,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,False,False,True,,,0
157_evogrow_v2_2_stage_capped_pretune_on_27_1_42,paper1_phaseB_v1,27,evogrow_v2_2_stage_capped_pretune_on,42,1,2,7,4,4,0,3,0.5833333333333333,1.0,0.7333333333333334,0.5714285714285714,1.0,0.7272727272727273,False,False,False,True,False,,,0
158_evogrow_v2_2_stage_capped_pretune_on_27_1_123,paper1_phaseB_v1,27,evogrow_v2_2_stage_capped_pretune_on,123,1,2,8,4,4,0,4,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,False,True,False,,,0
159_evogrow_v2_2_stage_capped_pretune_on_27_1_7,paper1_phaseB_v1,27,evogrow_v2_2_stage_capped_pretune_on,7,1,2,9,4,4,0,5,0.45,1.0,0.6190476190476191,0.4444444444444444,1.0,0.6153846153846153,False,False,False,False,True,,,0
160_evogrow_v2_2_stage_capped_pretune_on_27_2_42,paper1_phaseB_v1,27,evogrow_v2_2_stage_capped_pretune_on,42,2,2,10,4,4,0,6,0.4,1.0,0.5714285714285715,0.4,1.0,0.5714285714285715,False,False,False,True,False,,,0
161_evogrow_v2_2_stage_capped_pretune_on_27_2_123,paper1_phaseB_v1,27,evogrow_v2_2_stage_capped_pretune_on,123,2,2,10,4,4,0,6,0.4,1.0,0.5714285714285715,0.4,1.0,0.5714285714285715,False,False,False,True,False,,,0
162_evogrow_v2_2_stage_capped_pretune_on_27_2_7,paper1_phaseB_v1,27,evogrow_v2_2_stage_capped_pretune_on,7,2,2,10,4,4,0,6,0.4,1.0,0.5714285714285715,0.4,1.0,0.5714285714285715,False,False,False,True,False,,,0
163_evogrow_v2_2_stage_capped_pretune_on_28_1_42,paper1_phaseB_v1,28,evogrow_v2_2_stage_capped_pretune_on,42,1,2,3,2,1,1,2,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,False,False,False,False,True,,,0
164_evogrow_v2_2_stage_capped_pretune_on_28_1_123,paper1_phaseB_v1,28,evogrow_v2_2_stage_capped_pretune_on,123,1,2,3,2,1,1,2,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,False,False,False,False,True,,,0
165_evogrow_v2_2_stage_capped_pretune_on_28_1_7,paper1_phaseB_v1,28,evogrow_v2_2_stage_capped_pretune_on,7,1,2,3,2,1,1,2,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,False,False,False,False,True,,,0
166_evogrow_v2_2_stage_capped_pretune_on_28_2_42,paper1_phaseB_v1,28,evogrow_v2_2_stage_capped_pretune_on,42,2,2,2,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,False,False,False,False,True,,,0
167_evogrow_v2_2_stage_capped_pretune_on_28_2_123,paper1_phaseB_v1,28,evogrow_v2_2_stage_capped_pretune_on,123,2,2,2,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,False,False,False,False,True,,,0
168_evogrow_v2_2_stage_capped_pretune_on_28_2_7,paper1_phaseB_v1,28,evogrow_v2_2_stage_capped_pretune_on,7,2,2,2,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,False,False,False,False,True,,,0
169_evogrow_v2_2_stage_capped_pretune_on_29_1_42,paper1_phaseB_v1,29,evogrow_v2_2_stage_capped_pretune_on,42,1,2,7,3,2,1,5,0.29166666666666663,0.75,0.4,0.2857142857142857,0.6666666666666666,0.4,False,False,False,False,True,,,0
170_evogrow_v2_2_stage_capped_pretune_on_29_1_123,paper1_phaseB_v1,29,evogrow_v2_2_stage_capped_pretune_on,123,1,2,7,3,2,1,5,0.29166666666666663,0.75,0.4,0.2857142857142857,0.6666666666666666,0.4,False,False,False,False,True,,,0
171_evogrow_v2_2_stage_capped_pretune_on_29_1_7,paper1_phaseB_v1,29,evogrow_v2_2_stage_capped_pretune_on,7,1,2,7,3,2,1,5,0.29166666666666663,0.75,0.4,0.2857142857142857,0.6666666666666666,0.4,False,False,False,False,True,,,0
172_evogrow_v2_2_stage_capped_pretune_on_29_2_42,paper1_phaseB_v1,29,evogrow_v2_2_stage_capped_pretune_on,42,2,2,5,3,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,,,0
173_evogrow_v2_2_stage_capped_pretune_on_29_2_123,paper1_phaseB_v1,29,evogrow_v2_2_stage_capped_pretune_on,123,2,2,5,3,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,,,0
174_evogrow_v2_2_stage_capped_pretune_on_29_2_7,paper1_phaseB_v1,29,evogrow_v2_2_stage_capped_pretune_on,7,2,2,5,3,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,,,0
175_evogrow_v2_2_stage_capped_pretune_on_30_1_42,paper1_phaseB_v1,30,evogrow_v2_2_stage_capped_pretune_on,42,1,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
176_evogrow_v2_2_stage_capped_pretune_on_30_1_123,paper1_phaseB_v1,30,evogrow_v2_2_stage_capped_pretune_on,123,1,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
177_evogrow_v2_2_stage_capped_pretune_on_30_1_7,paper1_phaseB_v1,30,evogrow_v2_2_stage_capped_pretune_on,7,1,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
178_evogrow_v2_2_stage_capped_pretune_on_30_2_42,paper1_phaseB_v1,30,evogrow_v2_2_stage_capped_pretune_on,42,2,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
179_evogrow_v2_2_stage_capped_pretune_on_30_2_123,paper1_phaseB_v1,30,evogrow_v2_2_stage_capped_pretune_on,123,2,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
180_evogrow_v2_2_stage_capped_pretune_on_30_2_7,paper1_phaseB_v1,30,evogrow_v2_2_stage_capped_pretune_on,7,2,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
181_evogrow_v2_2_stage_capped_pretune_on_31_1_42,paper1_phaseB_v1,31,evogrow_v2_2_stage_capped_pretune_on,42,1,2,6,3,1,2,5,0.16666666666666666,0.25,0.2,0.16666666666666666,0.3333333333333333,0.2222222222222222,False,False,False,False,True,,,0
182_evogrow_v2_2_stage_capped_pretune_on_31_1_123,paper1_phaseB_v1,31,evogrow_v2_2_stage_capped_pretune_on,123,1,2,6,3,1,2,5,0.16666666666666666,0.25,0.2,0.16666666666666666,0.3333333333333333,0.2222222222222222,False,False,False,False,True,,,0
183_evogrow_v2_2_stage_capped_pretune_on_31_1_7,paper1_phaseB_v1,31,evogrow_v2_2_stage_capped_pretune_on,7,1,2,6,3,1,2,5,0.16666666666666666,0.25,0.2,0.16666666666666666,0.3333333333333333,0.2222222222222222,False,False,False,False,True,,,0
184_evogrow_v2_2_stage_capped_pretune_on_31_2_42,paper1_phaseB_v1,31,evogrow_v2_2_stage_capped_pretune_on,42,2,2,7,3,3,0,4,0.41666666666666663,1.0,0.5833333333333333,0.42857142857142855,1.0,0.6,False,False,False,False,True,,,0
185_evogrow_v2_2_stage_capped_pretune_on_31_2_123,paper1_phaseB_v1,31,evogrow_v2_2_stage_capped_pretune_on,123,2,2,7,3,3,0,4,0.41666666666666663,1.0,0.5833333333333333,0.42857142857142855,1.0,0.6,False,False,False,False,True,,,0
186_evogrow_v2_2_stage_capped_pretune_on_31_2_7,paper1_phaseB_v1,31,evogrow_v2_2_stage_capped_pretune_on,7,2,2,7,3,3,0,4,0.41666666666666663,1.0,0.5833333333333333,0.42857142857142855,1.0,0.6,False,False,False,False,True,,,0
187_evogrow_v2_2_stage_capped_pretune_on_32_1_42,paper1_phaseB_v1,32,evogrow_v2_2_stage_capped_pretune_on,42,1,2,9,4,4,0,5,0.425,1.0,0.575,0.4444444444444444,1.0,0.6153846153846153,False,False,False,True,False,,,0
188_evogrow_v2_2_stage_capped_pretune_on_32_1_123,paper1_phaseB_v1,32,evogrow_v2_2_stage_capped_pretune_on,123,1,2,9,4,4,0,5,0.425,1.0,0.575,0.4444444444444444,1.0,0.6153846153846153,False,False,False,True,False,,,0
189_evogrow_v2_2_stage_capped_pretune_on_32_1_7,paper1_phaseB_v1,32,evogrow_v2_2_stage_capped_pretune_on,7,1,2,9,4,4,0,5,0.425,1.0,0.575,0.4444444444444444,1.0,0.6153846153846153,False,False,False,True,False,,,0
190_evogrow_v2_2_stage_capped_pretune_on_32_2_42,paper1_phaseB_v1,32,evogrow_v2_2_stage_capped_pretune_on,42,2,2,3,4,2,2,1,0.75,0.6666666666666666,0.5833333333333333,0.6666666666666666,0.5,0.5714285714285715,False,False,False,False,True,,,0
191_evogrow_v2_2_stage_capped_pretune_on_32_2_123,paper1_phaseB_v1,32,evogrow_v2_2_stage_capped_pretune_on,123,2,2,3,4,2,2,1,0.75,0.6666666666666666,0.5833333333333333,0.6666666666666666,0.5,0.5714285714285715,False,False,False,False,True,,,0
192_evogrow_v2_2_stage_capped_pretune_on_32_2_7,paper1_phaseB_v1,32,evogrow_v2_2_stage_capped_pretune_on,7,2,2,3,4,2,2,1,0.75,0.6666666666666666,0.5833333333333333,0.6666666666666666,0.5,0.5714285714285715,False,False,False,False,True,,,0
193_evogrow_v2_2_stage_capped_pretune_on_33_1_42,paper1_phaseB_v1,33,evogrow_v2_2_stage_capped_pretune_on,42,1,2,11,3,3,0,8,0.2833333333333333,1.0,0.4285714285714286,0.2727272727272727,1.0,0.42857142857142855,False,False,,,True,,,0
194_evogrow_v2_2_stage_capped_pretune_on_33_1_123,paper1_phaseB_v1,33,evogrow_v2_2_stage_capped_pretune_on,123,1,2,12,3,3,0,9,0.25,1.0,0.39285714285714285,0.25,1.0,0.4,False,False,,,True,,,0
195_evogrow_v2_2_stage_capped_pretune_on_33_1_7,paper1_phaseB_v1,33,evogrow_v2_2_stage_capped_pretune_on,7,1,2,11,3,2,1,9,0.18333333333333335,0.75,0.2916666666666667,0.18181818181818182,0.6666666666666666,0.28571428571428575,False,False,,,True,,,0
196_evogrow_v2_2_stage_capped_pretune_on_33_2_42,paper1_phaseB_v1,33,evogrow_v2_2_stage_capped_pretune_on,42,2,2,11,3,3,0,8,0.2833333333333333,1.0,0.4285714285714286,0.2727272727272727,1.0,0.42857142857142855,False,False,,,True,,,0
197_evogrow_v2_2_stage_capped_pretune_on_33_2_123,paper1_phaseB_v1,33,evogrow_v2_2_stage_capped_pretune_on,123,2,2,11,3,3,0,8,0.2833333333333333,1.0,0.4285714285714286,0.2727272727272727,1.0,0.42857142857142855,False,False,,,True,,,0
198_evogrow_v2_2_stage_capped_pretune_on_33_2_7,paper1_phaseB_v1,33,evogrow_v2_2_stage_capped_pretune_on,7,2,2,11,3,3,0,8,0.2833333333333333,1.0,0.4285714285714286,0.2727272727272727,1.0,0.42857142857142855,False,False,,,True,,,0
199_evogrow_v2_2_stage_capped_pretune_on_34_1_42,paper1_phaseB_v1,34,evogrow_v2_2_stage_capped_pretune_on,42,1,2,3,2,1,1,2,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,False,False,,,True,,,0
200_evogrow_v2_2_stage_capped_pretune_on_34_1_123,paper1_phaseB_v1,34,evogrow_v2_2_stage_capped_pretune_on,123,1,2,3,2,1,1,2,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,False,False,,,True,,,0
201_evogrow_v2_2_stage_capped_pretune_on_34_1_7,paper1_phaseB_v1,34,evogrow_v2_2_stage_capped_pretune_on,7,1,2,3,2,1,1,2,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,False,False,,,True,,,0
202_evogrow_v2_2_stage_capped_pretune_on_34_2_42,paper1_phaseB_v1,34,evogrow_v2_2_stage_capped_pretune_on,42,2,2,4,2,1,1,3,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False,,,True,,,0
203_evogrow_v2_2_stage_capped_pretune_on_34_2_123,paper1_phaseB_v1,34,evogrow_v2_2_stage_capped_pretune_on,123,2,2,4,2,1,1,3,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False,,,True,,,0
204_evogrow_v2_2_stage_capped_pretune_on_34_2_7,paper1_phaseB_v1,34,evogrow_v2_2_stage_capped_pretune_on,7,2,2,4,2,1,1,3,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False,,,True,,,0
205_evogrow_v2_2_stage_capped_pretune_on_35_1_42,paper1_phaseB_v1,35,evogrow_v2_2_stage_capped_pretune_on,42,1,2,9,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
206_evogrow_v2_2_stage_capped_pretune_on_35_1_123,paper1_phaseB_v1,35,evogrow_v2_2_stage_capped_pretune_on,123,1,2,9,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
207_evogrow_v2_2_stage_capped_pretune_on_35_1_7,paper1_phaseB_v1,35,evogrow_v2_2_stage_capped_pretune_on,7,1,2,9,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
208_evogrow_v2_2_stage_capped_pretune_on_35_2_42,paper1_phaseB_v1,35,evogrow_v2_2_stage_capped_pretune_on,42,2,2,6,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
209_evogrow_v2_2_stage_capped_pretune_on_35_2_123,paper1_phaseB_v1,35,evogrow_v2_2_stage_capped_pretune_on,123,2,2,6,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
210_evogrow_v2_2_stage_capped_pretune_on_35_2_7,paper1_phaseB_v1,35,evogrow_v2_2_stage_capped_pretune_on,7,2,2,6,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
211_evogrow_v2_2_stage_capped_pretune_on_36_1_42,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,42,1,2,3,3,2,1,1,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,,,True,,,0
212_evogrow_v2_2_stage_capped_pretune_on_36_1_123,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,123,1,2,3,3,2,1,1,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,,,True,,,0
213_evogrow_v2_2_stage_capped_pretune_on_36_1_7,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,7,1,2,3,3,2,1,1,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,,,True,,,0
214_evogrow_v2_2_stage_capped_pretune_on_36_2_42,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,42,2,2,3,3,2,1,1,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,,,True,,,0
215_evogrow_v2_2_stage_capped_pretune_on_36_2_123,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,123,2,2,3,3,2,1,1,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,,,True,,,0
216_evogrow_v2_2_stage_capped_pretune_on_36_2_7,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,7,2,2,3,3,2,1,1,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,,,True,,,0
217_evogrow_v2_2_stage_capped_pretune_on_37_1_42,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,42,1,2,11,3,3,0,8,0.26666666666666666,1.0,0.4166666666666667,0.2727272727272727,1.0,0.42857142857142855,False,False,,,True,,,0
218_evogrow_v2_2_stage_capped_pretune_on_37_1_123,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,123,1,2,9,3,3,0,6,0.41666666666666663,1.0,0.5428571428571429,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
