system_id,initial_condition_set,dimension,hash_format,time_axis_order,state_axis_order,time_shape,state_shape,time_min,time_max,state_min,state_max,time_sha256,state_sha256
45,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.035164826163657875,3.733490335720986,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,a7805a3a0925cb3aba6d40d574c4683ede0106c409ba9e58246d2899b185f88a
45,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.022373617665741176,4.692116217067403,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6a050d0454eccdb801cefcad4ea575a780573269d35a518115fbc382c5c5d717
46,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.1415529443111564,0.54,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,b7ab39d81f04527b0ebaaabdb99e23548917c42f323db692e2e44e366acbebbb
46,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.11027783537816327,1.21,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,dea351ce059197eb4d544d2149c8a7fc96b48bfcc67ceae25c89b9996b2e918d
47,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.2798734529845925,0.65,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2db39b96fc587d173329445aba4e48038d0de8a941ec9f8ccc681d49d230919a
47,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.10537830281353887,10.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d4eb3969d2dc9eac16fe636739caa11eb08a24877e2c67e514c27b7f6d6fbd8f
48,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.1,47.517679729240385,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,12d50c7bd62e4d1657f3a01101412a52df3610e7ce585326c015cc25fe32d72a
48,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.54330479452076,48.66086783832545,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,5a9b5f89bc0fa731a53bb2af6de4e955c3835afe67642e88b4ad06ebdae9b828
49,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.4,1.722620406018664,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d74f73f2f47f5e26c672324ca93998b1eefe3f66be58d6e21e662d6f526cda42
49,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.3682637170447216,2.7672882731014425,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,5b85b5dc57ddfd30b637a68cd7743f08303589654072b928decbe3c7c57c8755
50,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.1363443408372919,3.5251681272462534,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,824a2c229ae8155e8b1279d7346d01706d78745e3b1678722ddc9fc883b28594
50,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.42999642092315404,1.8678864807330344,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d9bdc0388eec2b2facbb63306b824050f9634dd7dda326584eda6b186f879557
51,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.67,16.002952076448526,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,fafb09adfa64d4d0d5d2c6ca704ec01d25ebfa93e0d84b937452d07bcebee405
51,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.12,11.820267320362435,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d450aee66cd037516827f192687699796dd1380d2f7daf14de35e330303d5b70
52,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.4209787280993251,1.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,341897433b41b8ef24c82e0f678533dd92d0cb8421a34e29bc1b34b5d0236e30
52,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.8304996377792523,1.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,3eef52b1c6eeb80cdd23fda75d9f37721af792ca4e34cf7444752b9ad3475b61
53,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.005,2.235926854771918,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,b5e49af817148de5ab8990775f8d798e1c791e9605f397d293e13a4c01929b06
53,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,0.0010672273525830541,0.926518309548049,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0419c5917e292e6dbd07091e104bd683fbba2ea36974ecf9c060c3e1848f0a91
54,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,2.138535065557955,14.146942798669334,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,7687ddfded5fddfad902a308b53fc150311f9dae0c542040f848ef0d12bba995
54,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-11.62919442392078,34.998643784721416,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,14b43e4d7948dd4301c2b7ca3a7f597938f7ca73072adaabb1eaab446f07cf4f
55,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-62.558155207495346,178.40901499725524,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,debba5e34ede4d6428594b7cf2ef2da308555cef706c9be9cdd639d9c71fa3e6
55,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-47.93145252507462,163.18969508311807,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,eb94e2b2a0dd3fe6cf026da63cb256f3d4dba7d526c4955d6b5e3337d4290053
56,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-20.525020028244032,41.952055111390735,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,eac8dc714dc38758d4ca4e3088351e4035f993370063888ed8ed8bcbba9e98a3
56,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-22.229779380461487,42.646155804879626,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,857cb8b22088a90ea17f067ce7ab6933d64ccc6fbcfa1e7f05c78b47b41b5b41
57,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-1.78244297197237,2.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6964a138288c528cd5bf317a3e25550adfd5eb4c244eb75beee7f1a8f00b3eac
57,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-3.4815802681644423,4.1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,41b8be1a0231e6e085653e6c98c0848dda87b52ac9f2a4252507657a1a020923
58,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-8.416022901591218,8.762560906946797,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,4a13d79d37e5e42000d5ef50c5033f2db12d0d78182d66466d105cfe138b7c2e
58,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-8.308783748086057,8.660013761747484,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6673fbdf123eeff6cd3b114e5c9ccd90e22f901d16e659b35edbacc981a934de
59,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-10.764509285613917,22.235771838071262,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,508f889172dcf2b4a2d0bd19a0ff5ce13a76f9cde7ba0ac2cb42a5002dfab3ce
59,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-10.045212293769215,17.065616418813295,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6d809f7ae0b267e35fa09bdf8fef9fbf3c45ead31a34941822f1e7df165f98ac
60,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-1.4948445287555525,1.8915096493556136,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,df889c8a73d069a3d137e94686198796c2afdd6050b667dc0b15d0a3bdd04b4f
60,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-1.4966949201675683,1.8075494648013009,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9b2edb0ac1cb3bacb6a5fd9ad5f8b3fd4c9aab2e11d80d5a3f103e4daf70706c
61,1,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-34.78488864214131,38.40588677612941,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,5412eb3794bfc277c113bdb47e6ff99d0daf256d88dbfc9f9824f0ff0588efd7
61,2,3,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,3]",0.0,10.0,-30.14061877266291,30.11373504056564,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,a10074007b82a97dd761b52ee65ca5b5c1e7ac570ffd9447e07a31f89e616488
62,1,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,-1.13,2.25,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,570b4a27cc33ff4fea7d1c9d5ddb5e1c30b26d7f1c2188e2dd9601d8e5e42cd9
62,2,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,-0.86,0.6894875317140742,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0eaa8b1e1cd806608ab9318f9601922e50467f48491b875ff8227d0023c42c3c
63,1,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,0.01,0.6,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2a83e72116850aaed81749926bfd775782a217db4e28c54981252f5e52d14121
63,2,4,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,4]",0.0,10.0,0.022771102899265858,0.6599728217165393,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,a55f79a826157908e9c72fb27b7af3e562eb906538d1201c255d7f93674f9796
