signal,ranking_method,sigma_rel,noise_replicate,ic_strategy,dimension,n_equations,q010,q025,q050,q075,q090,le_0_count,le_0_rate,le_1_count,le_1_rate,le_2_count,le_2_rate,le_3_count,le_3_rate,le_5_count,le_5_rate,le_10_count,le_10_rate,analytic_null_mean,empirical_null_mean,max_empirical_analytic_abs_deviation,cluster_robust_p,cluster_count,permutation_unit,random_permutations_per_equation
fd,forward,0.05,3,ic2,1,11,0.0,2.5,3.0,4.0,4.0,2,0.18181818181818182,2,0.18181818181818182,3,0.2727272727272727,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,1.0,11,system_id,10000
fd,forward,0.05,3,ic2,2,20,0.0,0.0,2.0,3.5,8.100000000000001,6,0.3,8,0.4,12,0.6,15,0.75,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.05,3,ic2,3,24,0.0,0.0,0.0,5.25,16.0,14,0.5833333333333334,15,0.625,16,0.6666666666666666,17,0.7083333333333334,18,0.75,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.05,3,ic2,4,4,15.3,15.75,16.0,17.75,20.900000000000002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,4,ic1,1,11,0.0,1.0,3.0,4.0,4.0,3,0.2727272727272727,3,0.2727272727272727,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.34651049292337727,11,system_id,10000
fd,forward,0.05,4,ic1,2,20,0.0,0.0,1.0,4.75,8.0,9,0.45,11,0.55,12,0.6,14,0.7,15,0.75,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.05,4,ic1,3,24,0.0,0.0,2.0,11.5,16.0,11,0.4583333333333333,12,0.5,12,0.5,13,0.5416666666666666,14,0.5833333333333334,17,0.7083333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.05,4,ic1,4,4,15.3,15.75,17.5,20.0,21.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,4,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,4,0.36363636363636365,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.2889214250854075,11,system_id,10000
fd,forward,0.05,4,ic1_ic2,2,20,0.0,0.0,0.0,6.0,9.0,11,0.55,12,0.6,12,0.6,13,0.65,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.012682926829268294,10,system_id,10000
fd,forward,0.05,4,ic1_ic2,3,24,0.0,0.0,0.5,7.0,16.0,12,0.5,15,0.625,15,0.625,16,0.6666666666666666,16,0.6666666666666666,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.05,4,ic1_ic2,4,4,2.7,6.75,13.0,17.5,18.4,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.05,4,ic2,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,4,0.36363636363636365,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.3406539775500244,11,system_id,10000
fd,forward,0.05,4,ic2,2,20,0.0,0.0,1.0,3.5,7.200000000000003,8,0.4,11,0.55,12,0.6,15,0.75,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.003902439024390244,10,system_id,10000
fd,forward,0.05,4,ic2,3,24,0.0,0.0,0.5,9.0,16.0,12,0.5,15,0.625,15,0.625,16,0.6666666666666666,16,0.6666666666666666,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.05,4,ic2,4,4,12.3,12.75,15.5,18.25,18.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,5,ic1,1,11,0.0,1.0,2.0,4.0,4.0,3,0.2727272727272727,3,0.2727272727272727,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.2874572962420693,11,system_id,10000
fd,forward,0.05,5,ic1,2,20,0.0,0.0,0.0,3.25,5.300000000000004,12,0.6,12,0.6,12,0.6,15,0.75,18,0.9,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.05,5,ic1,3,24,0.0,0.0,2.0,10.25,16.0,11,0.4583333333333333,12,0.5,12,0.5,14,0.5833333333333334,14,0.5833333333333334,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.05,5,ic1,4,4,8.9,14.75,19.5,21.5,22.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,5,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.05,5,ic1_ic2,2,20,0.0,0.0,0.0,4.0,7.200000000000003,11,0.55,12,0.6,13,0.65,14,0.7,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.003902439024390244,10,system_id,10000
fd,forward,0.05,5,ic1_ic2,3,24,0.0,0.0,0.0,6.0,16.0,13,0.5416666666666666,15,0.625,15,0.625,16,0.6666666666666666,17,0.7083333333333334,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.05,5,ic1_ic2,4,4,10.8,13.5,18.5,22.75,24.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,5,ic2,1,11,1.0,2.0,3.0,4.0,4.0,1,0.09090909090909091,3,0.2727272727272727,3,0.2727272727272727,6,0.5454545454545454,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,1.0,11,system_id,10000
fd,forward,0.05,5,ic2,2,20,0.0,0.0,2.0,5.5,7.100000000000001,7,0.35,9,0.45,11,0.55,14,0.7,15,0.75,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.006829268292682927,10,system_id,10000
fd,forward,0.05,5,ic2,3,24,0.0,0.0,0.0,7.75,16.0,13,0.5416666666666666,15,0.625,16,0.6666666666666666,17,0.7083333333333334,17,0.7083333333333334,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.05,5,ic2,4,4,4.2,6.0,9.0,12.5,15.200000000000001,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.0,0,ic1,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.0,0,ic1,2,20,0.0,0.0,1.5,6.25,9.0,10,0.5,10,0.5,10,0.5,11,0.55,13,0.65,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.0,0,ic1,3,24,5.6000000000000005,11.75,13.0,15.0,16.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,2,0.08333333333333333,3,0.125,4,0.16666666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,1.0,8,system_id,10000
fd,marginal,0.0,0,ic1,4,4,0.0,0.0,9.5,19.5,20.4,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.0,0,ic1_ic2,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.0,0,ic1_ic2,2,20,0.0,0.0,1.5,6.25,9.0,10,0.5,10,0.5,10,0.5,11,0.55,12,0.6,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.0,0,ic1_ic2,3,24,3.200000000000001,9.0,11.5,15.0,16.0,0,0.0,1,0.041666666666666664,3,0.125,3,0.125,3,0.125,11,0.4583333333333333,11.527777777777779,11.570925000000003,0.06346666666666678,0.17120622568093385,8,system_id,10000
fd,marginal,0.0,0,ic1_ic2,4,4,0.0,0.0,6.0,14.75,19.700000000000003,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.0,0,ic2,1,11,0.0,1.0,1.0,4.0,4.0,2,0.18181818181818182,6,0.5454545454545454,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.1810639336261591,11,system_id,10000
fd,marginal,0.0,0,ic2,2,20,0.0,0.0,2.0,5.25,7.100000000000001,10,0.5,10,0.5,10,0.5,10,0.5,15,0.75,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.0,0,ic2,3,24,5.0,8.0,12.5,15.25,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,4,0.16666666666666666,8,0.3333333333333333,11.527777777777779,11.570925000000003,0.06346666666666678,0.4280155642023346,8,system_id,10000
fd,marginal,0.0,0,ic2,4,4,0.0,0.0,7.0,16.0,19.6,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,1,ic1,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,1,ic1,2,20,0.0,0.0,2.0,6.25,9.0,9,0.45,10,0.5,10,0.5,11,0.55,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.01,1,ic1,3,24,5.9,11.75,12.5,15.25,16.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,2,0.08333333333333333,3,0.125,4,0.16666666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,1.0,8,system_id,10000
fd,marginal,0.01,1,ic1,4,4,0.9000000000000001,2.25,11.0,19.5,20.4,1,0.25,1,0.25,1,0.25,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,1,ic1_ic2,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,1,ic1_ic2,2,20,0.0,0.0,1.5,6.0,9.0,10,0.5,10,0.5,10,0.5,11,0.55,13,0.65,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.01,1,ic1_ic2,3,24,3.200000000000001,8.75,12.0,14.25,16.0,0,0.0,0,0.0,3,0.125,3,0.125,3,0.125,11,0.4583333333333333,11.527777777777779,11.570925000000003,0.06346666666666678,0.16342412451361868,8,system_id,10000
fd,marginal,0.01,1,ic1_ic2,4,4,0.0,0.0,6.0,14.75,19.700000000000003,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,1,ic2,1,11,0.0,1.0,1.0,4.0,4.0,2,0.18181818181818182,6,0.5454545454545454,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.1810639336261591,11,system_id,10000
fd,marginal,0.01,1,ic2,2,20,0.0,0.0,2.5,6.0,7.100000000000001,9,0.45,10,0.5,10,0.5,10,0.5,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,1,ic2,3,24,5.0,7.75,12.5,16.0,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,4,0.16666666666666666,9,0.375,11.527777777777779,11.570925000000003,0.06346666666666678,0.3657587548638132,8,system_id,10000
fd,marginal,0.01,1,ic2,4,4,0.0,0.0,7.0,16.0,19.6,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,2,ic1,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,2,ic1,2,20,0.0,0.0,2.0,6.25,9.0,9,0.45,10,0.5,10,0.5,11,0.55,13,0.65,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,2,ic1,3,24,5.9,12.0,13.0,15.0,16.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,2,0.08333333333333333,3,0.125,5,0.20833333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,1.0,8,system_id,10000
fd,marginal,0.01,2,ic1,4,4,0.30000000000000004,0.75,10.0,19.5,20.4,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,2,ic1_ic2,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,2,ic1_ic2,2,20,0.0,0.0,2.0,6.5,9.0,8,0.4,10,0.5,10,0.5,11,0.55,12,0.6,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.01,2,ic1_ic2,3,24,6.0,8.75,12.0,14.25,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,2,0.08333333333333333,8,0.3333333333333333,11.527777777777779,11.570925000000003,0.06346666666666678,0.24124513618677043,8,system_id,10000
fd,marginal,0.01,2,ic1_ic2,4,4,0.30000000000000004,0.75,6.5,14.75,19.700000000000003,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,2,ic2,1,11,0.0,1.0,1.0,4.0,4.0,2,0.18181818181818182,6,0.5454545454545454,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.1810639336261591,11,system_id,10000
fd,marginal,0.01,2,ic2,2,20,0.0,0.0,3.0,5.25,7.100000000000001,8,0.4,9,0.45,10,0.5,10,0.5,15,0.75,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,2,ic2,3,24,5.0,7.75,12.0,15.25,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,4,0.16666666666666666,8,0.3333333333333333,11.527777777777779,11.570925000000003,0.06346666666666678,0.36964980544747084,8,system_id,10000
fd,marginal,0.01,2,ic2,4,4,0.0,0.0,7.0,16.0,19.6,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,3,ic1,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,3,ic1,2,20,0.0,0.0,2.0,6.25,9.0,9,0.45,10,0.5,10,0.5,11,0.55,13,0.65,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,3,ic1,3,24,5.6000000000000005,11.75,13.0,15.25,16.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,2,0.08333333333333333,3,0.125,5,0.20833333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,1.0,8,system_id,10000
fd,marginal,0.01,3,ic1,4,4,0.30000000000000004,0.75,10.0,19.5,20.4,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,3,ic1_ic2,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,3,ic1_ic2,2,20,0.0,0.0,2.0,6.5,9.0,8,0.4,10,0.5,10,0.5,11,0.55,12,0.6,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.01,3,ic1_ic2,3,24,5.300000000000001,8.75,12.0,14.25,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,3,0.125,9,0.375,11.527777777777779,11.570925000000003,0.06346666666666678,0.23735408560311283,8,system_id,10000
fd,marginal,0.01,3,ic1_ic2,4,4,0.30000000000000004,0.75,6.5,14.75,19.700000000000003,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,3,ic2,1,11,0.0,1.0,1.0,4.0,4.0,2,0.18181818181818182,6,0.5454545454545454,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.1810639336261591,11,system_id,10000
fd,marginal,0.01,3,ic2,2,20,0.0,0.0,2.5,6.0,7.100000000000001,7,0.35,10,0.5,10,0.5,10,0.5,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,3,ic2,3,24,4.300000000000001,8.0,12.5,15.25,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,4,0.16666666666666666,8,0.3333333333333333,11.527777777777779,11.570925000000003,0.06346666666666678,0.4046692607003891,8,system_id,10000
fd,marginal,0.01,3,ic2,4,4,1.5000000000000002,3.75,9.5,16.0,19.6,1,0.25,1,0.25,1,0.25,1,0.25,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,4,ic1,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,4,ic1,2,20,0.0,0.0,2.0,6.25,9.0,9,0.45,10,0.5,10,0.5,11,0.55,13,0.65,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,4,ic1,3,24,5.9,12.0,13.0,15.25,16.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,2,0.08333333333333333,3,0.125,4,0.16666666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,1.0,8,system_id,10000
fd,marginal,0.01,4,ic1,4,4,0.30000000000000004,0.75,10.0,19.5,20.4,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,4,ic1_ic2,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,4,ic1_ic2,2,20,0.0,0.0,1.5,6.5,9.0,10,0.5,10,0.5,10,0.5,11,0.55,13,0.65,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.01,4,ic1_ic2,3,24,3.200000000000001,8.75,12.0,15.0,16.0,0,0.0,1,0.041666666666666664,3,0.125,3,0.125,3,0.125,9,0.375,11.527777777777779,11.570925000000003,0.06346666666666678,0.1828793774319066,8,system_id,10000
fd,marginal,0.01,4,ic1_ic2,4,4,0.30000000000000004,0.75,6.5,14.75,19.700000000000003,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,4,ic2,1,11,0.0,1.0,1.0,4.0,4.0,2,0.18181818181818182,6,0.5454545454545454,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.1810639336261591,11,system_id,10000
fd,marginal,0.01,4,ic2,2,20,0.0,0.0,2.5,6.0,8.0,9,0.45,10,0.5,10,0.5,10,0.5,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,4,ic2,3,24,5.0,8.0,12.5,15.25,16.0,0,0.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,4,0.16666666666666666,9,0.375,11.527777777777779,11.570925000000003,0.06346666666666678,0.3968871595330739,8,system_id,10000
fd,marginal,0.01,4,ic2,4,4,2.6,3.5,9.0,16.0,19.6,0,0.0,0,0.0,1,0.25,1,0.25,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,5,ic1,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,5,ic1,2,20,0.0,0.0,1.5,6.25,9.0,10,0.5,10,0.5,10,0.5,11,0.55,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,5,ic1,3,24,5.6000000000000005,12.0,13.0,15.0,16.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,2,0.08333333333333333,3,0.125,4,0.16666666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,1.0,8,system_id,10000
fd,marginal,0.01,5,ic1,4,4,0.0,0.0,9.5,19.5,20.4,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,5,ic1_ic2,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.01,5,ic1_ic2,2,20,0.0,0.0,2.0,6.25,9.0,9,0.45,10,0.5,10,0.5,11,0.55,12,0.6,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.01,5,ic1_ic2,3,24,4.6000000000000005,8.75,11.5,15.0,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,3,0.125,10,0.4166666666666667,11.527777777777779,11.570925000000003,0.06346666666666678,0.19844357976653695,8,system_id,10000
fd,marginal,0.01,5,ic1_ic2,4,4,0.30000000000000004,0.75,6.5,14.75,19.700000000000003,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.01,5,ic2,1,11,0.0,1.0,1.0,4.0,4.0,2,0.18181818181818182,6,0.5454545454545454,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.1810639336261591,11,system_id,10000
fd,marginal,0.01,5,ic2,2,20,0.0,0.0,3.5,6.0,7.100000000000001,8,0.4,9,0.45,9,0.45,10,0.5,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,marginal,0.01,5,ic2,3,24,5.0,8.75,12.5,15.25,16.0,0,0.0,0,0.0,2,0.08333333333333333,2,0.08333333333333333,4,0.16666666666666666,8,0.3333333333333333,11.527777777777779,11.570925000000003,0.06346666666666678,0.4085603112840467,8,system_id,10000
fd,marginal,0.01,5,ic2,4,4,1.3,1.75,8.0,16.0,19.6,0,0.0,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,marginal,0.05,1,ic1,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.05,1,ic1,2,20,0.0,0.0,2.0,6.5,9.0,7,0.35,10,0.5,10,0.5,11,0.55,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,marginal,0.05,1,ic1,3,24,4.9,11.5,13.0,16.0,16.0,0,0.0,1,0.041666666666666664,2,0.08333333333333333,2,0.08333333333333333,3,0.125,6,0.25,11.527777777777779,11.570925000000003,0.06346666666666678,1.0,8,system_id,10000
fd,marginal,0.05,1,ic1,4,4,14.8,17.5,19.0,19.5,20.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,marginal,0.05,1,ic1_ic2,1,11,0.0,0.5,2.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,6,0.5454545454545454,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.18740849194729137,11,system_id,10000
fd,marginal,0.05,1,ic1_ic2,2,20,0.0,0.0,2.0,7.25,9.0,8,0.4,10,0.5,10,0.5,11,0.55,12,0.6,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
